İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,tramer,Fiyat
24595321,23 Nisan 2024,Audi,Q5,2.0 TDI Quattro,2010,87.000 km,Otomatik,Benzin,SUV,Gri,1984 cc,211 hp,AWD (Elektronik),İkinci El,,,"2 değişen, 6 boyalı",Takasa Uygun Değil,Galeriden,,1.285.000 TL
25155935,22 Nisan 2024,Peugeot,3008,1.6 HDi Premium Pack,2010,6.100 km,Yarı Otomatik,Dizel,Crossover,Gri (Gümüş),1598 cc,112 hp,Önden Çekiş,İkinci El,"5,1 lt",60 lt,"2 değişen, 4 boyalı",,Sahibinden,35000,550.000 TL
25171166,22 Nisan 2024,Dodge,Journey,2.0 CRD,2010,278.000 km,Otomatik,Dizel,Crossover,Siyah,1968 cc,140 hp,Önden Çekiş,İkinci El,"7,2 lt",77 lt,"1 değişen, 6 boyalı",Takasa Uygun,Galeriden,6300,705.000 TL
24580440,22 Nisan 2024,Nissan,Qashqai,1.5 dCi Platinum,2010,250.000 km,Düz,Dizel,Crossover,Siyah,1461 cc,106 hp,Önden Çekiş,İkinci El,"5,4 lt",65 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,760.000 TL
25034363,22 Nisan 2024,Volkswagen,Tiguan,2.0 TDI Sport&Style,2010,285.000 km,Otomatik,Dizel,Crossover,Siyah,1986 cc,140 hp,4WD (Sürekli),İkinci El,"6,4 lt",64 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,775.000 TL
25056075,22 Nisan 2024,Ssangyong,Rexton,2.7 XDI RX,2010,241.625 km,Otomatik,Dizel,Crossover,Beyaz,2696 cc,163 hp,4WD (Sürekli),İkinci El,"9,8 lt",78 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,730.000 TL
21212691,22 Nisan 2024,Land Rover,Range Rover Sport,3.0 TDV6 Premium HSE,2010,165.000 km,Otomatik,Dizel,Crossover,Beyaz,2993 cc,245 hp,4WD (Sürekli),İkinci El,"9,2 lt",84 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.995.000 TL
25168130,21 Nisan 2024,Audi,Q5,2.0 T FSI Quattro,2010,179.000 km,Yarı Otomatik,Benzin,Crossover,Mavi (metalik),1984 cc,211 hp,4WD (Sürekli),İkinci El,"8,5 lt",75 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.500.000 TL
24563616,21 Nisan 2024,Daihatsu,Terios,1.5 Galaxy,2010,204.000 km,Otomatik,LPG & Benzin,Crossover,Gri (Gümüş),1495 cc,105 hp,4WD (Sürekli),İkinci El,"7,7 lt",50 lt,5 boyalı,Takasa Uygun,Sahibinden,Agir hasarli,540.000 TL
24032113,21 Nisan 2024,Ssangyong,Kyron,2.0 L XDI Limited 4x4,2010,175.000 km,Otomatik,Dizel,Crossover,Siyah,1998 cc,141 hp,4WD (Sürekli),İkinci El,"8,7 lt",75 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,4000,535.000 TL
25154414,21 Nisan 2024,Skoda,Yeti,1.2 TSI Ambition,2010,231.000 km,Yarı Otomatik,Benzin,Crossover,Gri (metalik),1197 cc,105 hp,Önden Çekiş,İkinci El,"6,6 lt",60 lt,Tamamı orjinal,,Sahibinden,,650.000 TL
24559743,21 Nisan 2024,Mitsubishi,L 200,4x4 Intense,2010,265.000 km,Düz,Dizel,Hard top,Gri (Gümüş),2477 cc,136 hp,4WD (Sürekli),İkinci El,"8,6 lt",75 lt,1 değişen,Takasa Uygun Değil,Sahibinden,8001,675.000 TL
22883379,20 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2010,321.000 km,Düz,Benzin,Crossover,Beyaz,1390 cc,150 hp,Önden Çekiş,,"6,7 lt",64 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,Agir hasarli,700.000 TL
23550043,20 Nisan 2024,Chevrolet,Captiva,2.0 D LT High,2010,217.000 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1991 cc,150 hp,4WD (Sürekli),İkinci El,"7,4 lt",65 lt,"1 değişen, 2 boyalı",Takasa Uygun,Sahibinden,1100,685.000 TL
25152223,20 Nisan 2024,Peugeot,3008,1.6 HDi Premium Pack,2010,284.000 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1598 cc,112 hp,Önden Çekiş,İkinci El,"5,1 lt",60 lt,4 boyalı,Takasa Uygun,Galeriden,6000,629.900 TL
24448318,20 Nisan 2024,Nissan,Qashqai,1.5 dCi Tekna,2010,145.000 km,Düz,Dizel,Crossover,Gri (Gümüş),1461 cc,106 hp,Önden Çekiş,İkinci El,"5,4 lt",65 lt,1 boyalı,Takasa Uygun,Galeriden,251,719.500 TL
22034296,20 Nisan 2024,Land Rover,Range Rover,3.6 TDV8 HSE,2010,198.572 km,Otomatik,Dizel,Crossover,Beyaz,3630 cc,272 hp,4WD (Sürekli),İkinci El,"11,3 lt",104 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,2.250.000 TL
25143655,19 Nisan 2024,Nissan,Qashqai,1.5 dCi Tekna,2010,225.000 km,Düz,Dizel,Crossover,Beyaz,1461 cc,106 hp,Önden Çekiş,İkinci El,"5,4 lt",65 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,3000,620.000 TL
25138287,19 Nisan 2024,Chevrolet,Captiva,2.0 D LT High,2010,172.000 km,Yarı Otomatik,Benzin,Crossover,Gri,1991 cc,150 hp,4WD (Sürekli),İkinci El,"7,4 lt",65 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,2166,850.000 TL550.000 TL
25136859,19 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2010,83.280 km,Düz,Benzin,Crossover,Füme,1390 cc,150 hp,4WD (Sürekli),İkinci El,8 lt,64 lt,2 değişen,Takasa Uygun,Sahibinden,7000,815.000 TL
23192444,19 Nisan 2024,BMW,X6,35d xDrive,2010,362.000 km,Otomatik,Dizel,Crossover,Beyaz,2993 cc,286 hp,4WD (Sürekli),,"8,2 lt",85 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.465.000 TL
24896466,19 Nisan 2024,Jeep,Grand Cherokee,3.0 CRD Limited,2010,264.000 km,Otomatik,Dizel,Crossover,Siyah,2987 cc,218 hp,4WD (Sürekli),İkinci El,"10,2 lt",78 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,,1.125.000 TL
21352705,18 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2010,132.000 km,Düz,Benzin,Crossover,Siyah,1390 cc,150 hp,Önden Çekiş,İkinci El,"6,7 lt",64 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,720.000 TL
25134467,18 Nisan 2024,Nissan,Qashqai,1.5 dCi Platinum,2010,335.000 km,Düz,Dizel,Crossover,Beyaz,1461 cc,106 hp,Önden Çekiş,İkinci El,"5,4 lt",65 lt,Belirtilmemiş,,Sahibinden,,550.000 TL
25134068,18 Nisan 2024,Ford,Kuga,2.0 TDCi Titanium,2010,278.000 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1997 cc,140 hp,4WD (Sürekli),İkinci El,"6,8 lt",58 lt,Belirtilmemiş,,Sahibinden,,680.000 TL
25127861,18 Nisan 2024,Kia,Sorento,2.5 CRDi X-Force Prestige,2010,258.000 km,Otomatik,Dizel,Crossover,Siyah,2497 cc,170 hp,4WD (Sürekli),İkinci El,"8,6 lt",80 lt,Tamamı orjinal,,Sahibinden,,595.000 TL
25128303,18 Nisan 2024,Peugeot,3008,1.6 HDi Premium Pack,2010,241.000 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1598 cc,112 hp,Önden Çekiş,İkinci El,"5,1 lt",60 lt,1 boyalı,,Sahibinden,24000,640.000 TL
25127741,18 Nisan 2024,Chery,Tiggo,1.6 Acteco Lusso,2010,167.000 km,Düz,LPG & Benzin,Crossover,Gri (metalik),1597 cc,112 hp,Önden Çekiş,İkinci El,"7,6 lt",57 lt,"1 değişen, 4 boyalı",,Sahibinden,,435.000 TL
24881753,18 Nisan 2024,Jeep,Wrangler,2.8 CRD,2010,174.432 km,Otomatik,Dizel,Crossover,Siyah,2777 cc,177 hp,4WD (Sürekli),İkinci El,"9,7 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,2.150.000 TL
24882394,18 Nisan 2024,BMW,X6,35d xDrive,2010,350.472 km,Otomatik,Dizel,Crossover,Siyah,2993 cc,286 hp,4WD (Sürekli),İkinci El,"8,2 lt",85 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.375.000 TL
24883562,18 Nisan 2024,Audi,Q5,2.0 TDI Quattro,2010,245.000 km,Yarı Otomatik,Dizel,Crossover,Gri,1968 cc,170 hp,4WD (Sürekli),İkinci El,"6,7 lt",75 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden,,960.000 TL
24885700,18 Nisan 2024,Peugeot,3008,1.6 HDi Premium Pack,2010,199.000 km,Yarı Otomatik,Dizel,Crossover,Siyah,1598 cc,112 hp,Önden Çekiş,İkinci El,"5,1 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,650.000 TL
24426713,18 Nisan 2024,Opel,Antara,2.0 CDTI Cosmo,2010,238.000 km,Otomatik,Dizel,Crossover,Beyaz,1991 cc,150 hp,4WD (Sürekli),İkinci El,"8,6 lt",65 lt,"2 değişen, 3 boyalı",Takasa Uygun,Galeriden,26000,574.900 TL
24880860,18 Nisan 2024,Audi,Q7,3.0 TDI Quattro,2010,111.305 km,Otomatik,Dizel,Crossover,Beyaz,2967 cc,240 hp,4WD (Sürekli),İkinci El,"9,8 lt",100 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,2.195.000 TL
24395802,18 Nisan 2024,BMW,X1,20d xDrive,2010,198.000 km,Otomatik,Dizel,Crossover,Beyaz,1995 cc,177 hp,4WD (Sürekli),,"6,2 lt",61 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,955.000 TL
24532773,17 Nisan 2024,Dacia,Duster,1.5 dCi Laureate,2010,126.657 km,Düz,Dizel,Crossover,Mavi (metalik),1461 cc,85 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,"3 değişen, 1 boyalı",Takasa Uygun,Sahibinden,20878,515.000 TL
25125251,17 Nisan 2024,Chevrolet,Captiva,2.0 D LT Sport,2010,242.000 km,Otomatik,Dizel,Crossover,Beyaz,1991 cc,150 hp,4WD (Sürekli),İkinci El,"7,4 lt",65 lt,5 boyalı,Takasa Uygun,Sahibinden,5000,680.000 TL
25120876,17 Nisan 2024,Ssangyong,Actyon Sports,2.0 SXDI 4x2,2010,318.000 km,Düz,Dizel,Hard top,Siyah,1998 cc,141 hp,Arkadan İtiş,İkinci El,8 lt,75 lt,Belirtilmemiş,,Sahibinden,,320.000 TL
25119831,17 Nisan 2024,Daihatsu,Terios,1.5 Silver,2010,239.000 km,Düz,LPG & Benzin,Crossover,Siyah,1495 cc,105 hp,4WD (Sürekli),İkinci El,"7,9 lt",46 lt,Belirtilmemiş,,Sahibinden,,565.000 TL
25119081,17 Nisan 2024,Peugeot,3008,1.6 HDi Premium Pack,2010,200.000 km,Yarı Otomatik,Dizel,Crossover,Gri,1598 cc,112 hp,Önden Çekiş,İkinci El,"5,1 lt",60 lt,1 boyalı,,Sahibinden,2185,660.000 TL645.000 TL
25121853,17 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2010,143.000 km,Düz,Benzin,Crossover,Gri (Gümüş),1390 cc,150 hp,Önden Çekiş,İkinci El,"6,7 lt",64 lt,"2 değişen, 3 boyalı",-,Sahibinden,34750,660.000 TL
24535295,17 Nisan 2024,Subaru,Forester,2.0 Comfort,2010,194.000 km,Otomatik,LPG & Benzin,Crossover,Gri,1994 cc,150 hp,4WD (Sürekli),İkinci El,"8,4 lt",60 lt,4 boyalı,,Sahibinden,7500,790.000 TL
24866258,17 Nisan 2024,BMW,X3,20d xDrive 2.0d xDrive,2010,130.000 km,Otomatik,Dizel,Crossover,Siyah,1995 cc,177 hp,4WD (Sürekli),İkinci El,"6,8 lt",67 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.039.900 TL
25113402,16 Nisan 2024,Ford,Kuga,2.0 TDCi Titanium,2010,256.000 km,Yarı Otomatik,Dizel,Crossover,Siyah,1997 cc,140 hp,4WD (Sürekli),İkinci El,"6,8 lt",58 lt,Tamamı orjinal,,Sahibinden,,770.000 TL
22392883,16 Nisan 2024,Tata,Xenon,4x4,2010,256.000 km,Düz,Dizel,Hard top,Siyah,2179 cc,140 hp,4WD (Sürekli),İkinci El,"10,3 lt",65 lt,3 boyalı,Takasa Uygun,Sahibinden,6000,379.000 TL
25107900,16 Nisan 2024,Nissan,Qashqai,1.5 dCi Tekna,2010,230.000 km,Düz,Dizel,Crossover,Siyah,1461 cc,106 hp,Önden Çekiş,İkinci El,"5,4 lt",65 lt,4 boyalı,,Sahibinden,,715.000 TL
25106529,16 Nisan 2024,Peugeot,3008,1.6 HDi Premium Pack,2010,174.000 km,Yarı Otomatik,Dizel,Crossover,Gri,1598 cc,112 hp,Önden Çekiş,İkinci El,"5,1 lt",60 lt,4 boyalı,,Sahibinden,900,575.000 TL
25100448,15 Nisan 2024,Isuzu,D-Max,2.5 4x2,2010,422.000 km,Düz,Dizel,Pick-Up,Siyah,,,Arkadan İtiş,İkinci El,,,2 değişen,Takasa Uygun,Sahibinden,,550.000 TL
24397313,14 Nisan 2024,BMW,X6,35d xDrive,2010,143.000 km,Otomatik,Dizel,Crossover,Beyaz,2993 cc,286 hp,4WD (Sürekli),,"8,2 lt",85 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,1.863.000 TL
24394363,13 Nisan 2024,Isuzu,D-Max,2.5 4x2 LTD,2010,86.000 km,Düz,Dizel,Hard top,Gri,2499 cc,163 hp,Arkadan İtiş,İkinci El,"7,4 lt",69 lt,"1 değişen, 8 boyalı",Takasa Uygun Değil,Galeriden,,619.500 TL
17745201,13 Nisan 2024,Porsche,Cayenne,S Diesel,2010,365.000 km,Otomatik,Dizel,Crossover,Siyah,2967 cc,240 hp,4WD (Sürekli),İkinci El,"9,3 lt",100 lt,5 boyalı,Takasa Uygun,Galeriden,9572,1.750.000 TL
24792892,13 Nisan 2024,Mercedes - Benz,ML,350 CDI,2010,237.500 km,Otomatik,Dizel,Crossover,Gri,2987 cc,224 hp,4WD (Sürekli),İkinci El,"9,4 lt",95 lt,3 boyalı,Takasa Uygun Değil,Galeriden,,1.400.000 TL
23671867,13 Nisan 2024,Peugeot,3008,1.6 VTI Premium,2010,170.000 km,Düz,Benzin,Crossover,Siyah,1598 cc,122 hp,Önden Çekiş,,"7,1 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,565.000 TL
25076467,12 Nisan 2024,Peugeot,3008,1.6 HDi Premium Pack,2010,138.000 km,Yarı Otomatik,Dizel,Crossover,Füme,1598 cc,112 hp,Önden Çekiş,İkinci El,"5,1 lt",60 lt,Tamamı orjinal,,Sahibinden,,725.000 TL
25076575,12 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2010,126.000 km,Düz,Benzin,SUV,Beyaz,,,Önden Çekiş,İkinci El,,,Tamamı orjinal,,Sahibinden,,875.000 TL
25072057,12 Nisan 2024,Land Rover,Range Rover Sport,3.0 TDV6 Autobiography,2010,425.000 km,Otomatik,Dizel,Crossover,Beyaz,2993 cc,245 hp,4WD (Sürekli),İkinci El,"9,2 lt",84 lt,Tamamı orjinal,,Sahibinden,,1.200.000 TL
24487599,11 Nisan 2024,Ssangyong,Rexton,2.7 XDI RX,2010,224.716 km,Otomatik,Dizel,Crossover,Siyah,2696 cc,163 hp,4WD (Sürekli),İkinci El,"9,8 lt",78 lt,1 boyalı,-,Sahibinden,40000,630.000 TL
25069499,11 Nisan 2024,Nissan,Qashqai,1.6 Tekna,2010,180.000 km,Düz,LPG & Benzin,Crossover,Gri (metalik),1598 cc,115 hp,Önden Çekiş,İkinci El,"6,7 lt",65 lt,3 boyalı,,Sahibinden,4000,715.000 TL
20543754,11 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2010,114.000 km,Düz,Benzin,Crossover,Beyaz,1390 cc,150 hp,4WD (Sürekli),İkinci El,8 lt,64 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,20000,800.000 TL
25062321,10 Nisan 2024,Chevrolet,Captiva,2.0 D LT High,2010,168.000 km,Otomatik,Dizel,Crossover,Beyaz,1991 cc,150 hp,4WD (Sürekli),İkinci El,"8,7 lt",65 lt,"2 değişen, 2 boyalı",Takasa Uygun,Sahibinden,16000,625.000 TL
24737836,09 Nisan 2024,Chevrolet,Captiva,2.0 D LT High,2010,284.000 km,Otomatik,Dizel,Crossover,Beyaz,1991 cc,150 hp,4WD (Sürekli),İkinci El,"8,7 lt",65 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,655.000 TL
23334289,09 Nisan 2024,BMW,X6,35d xDrive,2010,163.000 km,Otomatik,Dizel,Crossover,Beyaz,2993 cc,286 hp,4WD (Sürekli),,"8,2 lt",85 lt,2 boyalı,Takasa Uygun Değil,Galeriden,825,2.050.000 TL
23271403,08 Nisan 2024,Hyundai,Tucson,2.0 CRDi Style,2010,271.385 km,Otomatik,Dizel,Crossover,Siyah,1991 cc,150 hp,4WD (Sürekli),İkinci El,8 lt,58 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Yetkili Bayiden,,613.750 TL
25045559,07 Nisan 2024,Peugeot,3008,1.6 HDi Premium,2010,278.000 km,Yarı Otomatik,Dizel,Crossover,Gri (Gümüş),1598 cc,112 hp,Önden Çekiş,İkinci El,"5,1 lt",60 lt,"1 değişen, 5 boyalı",Takasa Uygun,Sahibinden,,535.000 TL
25042518,07 Nisan 2024,Peugeot,3008,1.6 HDi Premium,2010,260.000 km,Yarı Otomatik,Dizel,Crossover,Siyah,1598 cc,112 hp,Önden Çekiş,İkinci El,"5,1 lt",60 lt,Belirtilmemiş,,Sahibinden,,675.000 TL
25043448,07 Nisan 2024,Mazda,BT50,2.5 TD,2010,400.000 km,Düz,Dizel,Hard top,Mavi,2499 cc,143 hp,Arkadan İtiş,İkinci El,"8,9 lt",63 lt,Belirtilmemiş,,Sahibinden,900,450.000 TL
25040535,06 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2010,245.000 km,Düz,Benzin,Crossover,Siyah,1390 cc,150 hp,Önden Çekiş,İkinci El,"6,7 lt",64 lt,1 değişen,Takasa Uygun,Sahibinden,,699.000 TL
25038909,06 Nisan 2024,Peugeot,3008,1.6 HDi Premium Pack,2010,297.000 km,Yarı Otomatik,Dizel,Crossover,Siyah,1598 cc,112 hp,Önden Çekiş,İkinci El,"5,1 lt",60 lt,2 boyalı,,Sahibinden,,600.000 TL
25037658,06 Nisan 2024,Nissan,Qashqai,1.5 dCi Tekna,2010,234.000 km,Düz,Dizel,SUV,Beyaz,,,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden,,595.000 TL
24868967,06 Nisan 2024,Chevrolet,Captiva,2.0 D LT High,2010,85.000 km,Otomatik,Dizel,Crossover,Kahverengi,1991 cc,150 hp,4WD (Sürekli),İkinci El,"8,7 lt",65 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,779.900 TL
25025593,05 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2010,172.000 km,Düz,Benzin,Crossover,Beyaz,1390 cc,150 hp,Önden Çekiş,İkinci El,"6,7 lt",64 lt,3 boyalı,,Sahibinden,8000,775.000 TL
25025255,05 Nisan 2024,Nissan,Qashqai,2.0 dCi Platinum,2010,150.000 km,Otomatik,Dizel,Crossover,Siyah,1995 cc,150 hp,4WD (Sürekli),İkinci El,"7,8 lt",65 lt,6 boyalı,,Sahibinden,,700.000 TL
24713435,05 Nisan 2024,Nissan,Qashqai,1.6 Tekna Pack,2010,144.000 km,Düz,Benzin,Crossover,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,7 lt",65 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,685.750 TL
23651355,05 Nisan 2024,Hyundai,Tucson,2.0 CRDi Style,2010,199.000 km,Otomatik,Dizel,Crossover,Siyah,1991 cc,150 hp,4WD (Sürekli),İkinci El,8 lt,58 lt,Belirtilmemiş,Takasa Uygun,Galeriden,9000,595.000 TL
24318563,05 Nisan 2024,Jeep,Cherokee,2.8 CRD Limited,2010,149.000 km,Otomatik,Dizel,Crossover,Kırmızı,2768 cc,177 hp,4WD (Sürekli),İkinci El,"9,4 lt",70 lt,Belirtilmemiş,Takasa Uygun,Galeriden,2000,1.100.000 TL
20290545,05 Nisan 2024,Mercedes - Benz,GLK,350 CDI Premium,2010,267.000 km,Yarı Otomatik,Dizel,SUV,Beyaz,2501 - 3000 cm3,201 - 225 HP,AWD (Elektronik),,,,Belirtilmemiş,Takasa Uygun,Galeriden,,1.400.000 TL
24126433,04 Nisan 2024,Chevrolet,Captiva,2.0 D LT High,2010,187.100 km,Yarı Otomatik,Dizel,Crossover,Beyaz,1991 cc,150 hp,4WD (Sürekli),İkinci El,"7,4 lt",65 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,685.000 TL
24976064,03 Nisan 2024,Mitsubishi,L 200,4x2 Invite,2010,255 km,Düz,Dizel,Hard top,Siyah,2477 cc,136 hp,Arkadan İtiş,İkinci El,,75 lt,Belirtilmemiş,,Sahibinden,,625.000 TL
24698691,03 Nisan 2024,Audi,Q7,3.0 TDI Quattro,2010,266.000 km,Otomatik,Dizel,Crossover,Beyaz,2967 cc,240 hp,4WD (Sürekli),İkinci El,"10,5 lt",100 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,1.290.000 TL
24312226,03 Nisan 2024,Nissan,Qashqai,1.5 dCi Tekna,2010,361.000 km,Düz,Dizel,Crossover,Mavi (metalik),1461 cc,110 hp,Önden Çekiş,İkinci El,"5,1 lt",65 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,610.000 TL
23921632,02 Nisan 2024,Chevrolet,Captiva,2.0 D LT Sport,2010,107.000 km,Otomatik,Dizel,Crossover,Siyah,1991 cc,150 hp,4WD (Sürekli),İkinci El,"7,4 lt",65 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,0,785.000 TL
8358185,01 Nisan 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2010,173.333 km,Düz,Benzin,Crossover,Siyah,1390 cc,150 hp,4WD (Sürekli),İkinci El,8 lt,64 lt,3 boyalı,Takasa Uygun,Sahibinden,,635.000 TL
24989105,01 Nisan 2024,Chevrolet,Captiva,2.0 D LT High,2010,231.000 km,Otomatik,Dizel,Crossover,Siyah,1991 cc,150 hp,4WD (Sürekli),İkinci El,"8,7 lt",65 lt,Belirtilmemiş,,Sahibinden,,579.000 TL
24989025,01 Nisan 2024,Chevrolet,Captiva,2.0 D LT Sport,2010,240.000 km,Otomatik,Dizel,Crossover,Bej,1991 cc,150 hp,4WD (Sürekli),İkinci El,"7,4 lt",65 lt,3 boyalı,Takasa Uygun,Sahibinden,,640.000 TL
23810281,01 Nisan 2024,Audi,Q7,3.0 TDI Quattro,2010,216.574 km,Otomatik,Dizel,Crossover,Beyaz,2967 cc,240 hp,4WD (Sürekli),,"9,8 lt",100 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,1.650.000 TL
24986184,31 Mart 2024,Peugeot,3008,1.6 VTI Premium,2010,189.000 km,Düz,LPG & Benzin,Crossover,Siyah,1598 cc,122 hp,Önden Çekiş,İkinci El,"7,1 lt",60 lt,Belirtilmemiş,,Sahibinden,1000,550.000 TL
24980620,31 Mart 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2010,304.000 km,Düz,LPG & Benzin,Crossover,Siyah,1390 cc,150 hp,Önden Çekiş,İkinci El,,64 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,5300,620.000 TL
24981980,31 Mart 2024,Kia,Sorento,2.5 CRDi X-Force Prestige,2010,320.000 km,Otomatik,Dizel,Crossover,Siyah,2497 cc,170 hp,4WD (Sürekli),İkinci El,,80 lt,Belirtilmemiş,,Sahibinden,,660.000 TL
24387211,30 Mart 2024,Nissan,Qashqai,1.6 Tekna Pack,2010,82.000 km,Düz,LPG & Benzin,SUV,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,1 değişen,Takasa Uygun Değil,Sahibinden,2700,750.000 TL
24971073,29 Mart 2024,Peugeot,3008,1.6 VTI Premium,2010,242.000 km,Düz,LPG & Benzin,Crossover,Gri (Gümüş),1598 cc,122 hp,Önden Çekiş,İkinci El,,60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,Agir hasarli,555.555 TL
24966078,29 Mart 2024,Jeep,Patriot,2.0 CRD Limited,2010,310.200 km,Düz,Dizel,Crossover,Beyaz,1968 cc,140 hp,4WD (Sürekli),İkinci El,,51 lt,Belirtilmemiş,,Sahibinden,,620.000 TL
24967284,29 Mart 2024,Toyota,Hilux,2.5 D-4D 4x2 Comfort,2010,371.000 km,Düz,Dizel,Hard top,Beyaz,2494 cc,120 hp,Arkadan İtiş,İkinci El,,80 lt,Belirtilmemiş,,Sahibinden,,580.000 TL
24960192,28 Mart 2024,Dodge,Journey,2.0 CRD,2010,255.000 km,Otomatik,Dizel,Crossover,Beyaz,1968 cc,140 hp,Önden Çekiş,İkinci El,,77 lt,Belirtilmemiş,,Sahibinden,6500,700.000 TL
24957026,28 Mart 2024,Nissan,Qashqai,1.6 Tekna Executive,2010,215.000 km,Düz,LPG & Benzin,Crossover,Siyah,1598 cc,115 hp,Önden Çekiş,İkinci El,,65 lt,Belirtilmemiş,,Sahibinden,,610.000 TL
24954060,28 Mart 2024,BMW,X1,20d xDrive,2010,222.900 km,Otomatik,Dizel,Crossover,Beyaz,1995 cc,177 hp,4WD (Sürekli),İkinci El,,61 lt,Belirtilmemiş,,Sahibinden,,1.090.000 TL
24954457,28 Mart 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2010,290.000 km,Düz,Benzin,Crossover,Beyaz,1390 cc,150 hp,Önden Çekiş,İkinci El,,64 lt,Belirtilmemiş,,Sahibinden,,760.000 TL
24952510,28 Mart 2024,Volkswagen,Tiguan,1.4 TSI Fun&Function,2010,338.000 km,Düz,LPG & Benzin,Crossover,Beyaz,1390 cc,150 hp,4WD (Sürekli),İkinci El,,64 lt,Belirtilmemiş,,Sahibinden,,710.000 TL
23877905,27 Mart 2024,Volkswagen,Tiguan,1.4 TSI Sport&Style,2010,153.800 km,Düz,Benzin,Crossover,Beyaz,1390 cc,150 hp,Önden Çekiş,İkinci El,"6,7 lt",64 lt,2 değişen,Takasa Uygun Değil,Sahibinden,4350,720.000 TL
24943339,27 Mart 2024,Peugeot,3008,1.6 VTI Premium,2010,185.000 km,Düz,LPG & Benzin,Crossover,Gri,1598 cc,122 hp,Önden Çekiş,İkinci El,"7,1 lt",60 lt,"1 değişen, 2 boyalı",Takasa Uygun,Sahibinden,,600.000 TL
24940706,27 Mart 2024,BMW,X3,20d xDrive 2.0d xDrive,2010,140.000 km,Otomatik,Dizel,Crossover,Beyaz,1995 cc,177 hp,4WD (Sürekli),İkinci El,,67 lt,Belirtilmemiş,,Sahibinden,,1.160.000 TL
